Date,Symbol,Open,High,Low,Close,Adj_Close,Volume,Daily_Return_%,MA_5,MA_20
7/5/2023,ITC,3271.39,3285.6,3208.36,3267.34,3254.19,1990717,-0.124,3301.1,3344.31
7/5/2023,LT,1915.12,1955.4,1897.65,1946.21,1938.91,917507,1.624,1946.61,2012.77
7/5/2023,RELIANCE,2131.15,2170.79,2091.23,2094.25,2083.97,3096125,-1.732,2078.21,2003.64
7/5/2023,SBIN,2268.35,2276.97,2237.93,2268.99,2267.11,2673361,0.028,2235.28,2202.27
7/5/2023,TATAMOTORS,3605.22,3631.62,3506.43,3556.88,3550.01,1698133,-1.341,3496.68,3230.34
7/5/2023,TCS,2234.78,2324.61,2219.24,2306.43,2305.1,4741091,3.206,2219.84,2290.56
7/5/2023,WIPRO,3532.59,3569.41,3500.71,3563.78,3555.5,1196485,0.883,3593.76,3299.03
7/6/2023,HDFCBANK,2756.06,2761.59,2705.24,2722.85,2711.78,127593,-1.205,2763.15,2864.6
7/6/2023,ICICIBANK,2822.81,2876.83,2814.42,2844.36,2844.04,1896669,0.763,2907.83,3149.25
7/6/2023,INFY,2621.07,2702.41,2619.79,2686.84,2685.09,1610925,2.51,2636.5,2739.32
7/6/2023,ITC,3267.34,3381.62,3252.56,3306.76,3292.88,1426896,1.206,3286.66,3339.21
7/6/2023,LT,1946.21,1950.99,1938.14,1944.01,1935.8,1220508,-0.113,1941.9,2004.47
7/6/2023,RELIANCE,2094.25,2237.48,2084.36,2206.02,2202.79,4620246,5.337,2113.38,2017.91
7/6/2023,SBIN,2268.99,2317.94,2267.94,2303.07,2296.09,3558942,1.502,2255.92,2204.06
7/6/2023,TATAMOTORS,3556.88,3634.67,3516.2,3607.69,3604.66,3389536,1.428,3541.84,3255.64
7/6/2023,TCS,2306.43,2322.84,2269.1,2286.57,2286.15,1479918,-0.861,2244.83,2277.82
7/6/2023,WIPRO,3563.78,3700.2,3547.93,3648.26,3630.63,4984425,2.37,3591.22,3337.86
7/7/2023,HDFCBANK,2722.85,2739.72,2696.76,2709.82,2698.7,1807542,-0.479,2749.62,2847.75
7/7/2023,ICICIBANK,2844.36,2849.25,2736.6,2780.51,2772.99,4177906,-2.245,2874.71,3114.87
7/7/2023,INFY,2686.84,2704.27,2628.7,2646.58,2639.99,1919227,-1.499,2634.12,2727.5
7/7/2023,ITC,3306.76,3366.67,3305.12,3314.41,3309.32,410901,0.231,3289.53,3331.46
7/7/2023,LT,1944.01,1947.1,1896.72,1918.4,1916.58,1241724,-1.317,1930.86,1994.65
7/7/2023,RELIANCE,2206.02,2238.39,2182.35,2218.17,2217.44,3708576,0.55,2147.52,2034.12
7/7/2023,SBIN,2303.07,2350.37,2280.3,2340.63,2336.21,1215664,1.631,2282.43,2208.6
7/7/2023,TATAMOTORS,3607.69,3615.91,3540.48,3590.4,3586.54,3892504,-0.479,3576.44,3282.69
7/7/2023,TCS,2286.57,2355.2,2275.52,2327.78,2319.18,2269710,1.802,2271.29,2266.54
7/7/2023,WIPRO,3648.26,3660.13,3562.1,3605.69,3591.55,2340867,-1.167,3591.96,3373.45
7/10/2023,HDFCBANK,2709.82,2722.47,2663.76,2711.27,2703.51,2527056,0.054,2737.16,2831.45
7/10/2023,ICICIBANK,2780.51,2814.8,2747.34,2761.04,2760.84,3264990,-0.7,2835.36,3085.62
7/10/2023,INFY,2646.58,2694.23,2639.49,2681.9,2675,2091195,1.335,2640.96,2722.83
7/10/2023,ITC,3314.41,3360.14,3312.41,3359.04,3353.18,3774817,1.346,3303.79,3325.4
7/10/2023,LT,1918.4,1960.67,1918.13,1930.98,1923.62,2318501,0.656,1930.94,1988.28
7/10/2023,RELIANCE,2218.17,2304.64,2204.31,2302.98,2302.81,654866,3.824,2190.51,2054.13
7/10/2023,SBIN,2340.63,2340.76,2241.63,2247.23,2246.31,3256606,-3.99,2285.65,2211.07
7/10/2023,TATAMOTORS,3590.4,3609.53,3568,3584.88,3580.24,2991061,-0.154,3589.01,3314.66
7/10/2023,TCS,2327.78,2346.34,2309.6,2318.25,2308.82,4683874,-0.409,2294.76,2256.85
7/10/2023,WIPRO,3605.69,3690.8,3575.73,3683.6,3675.77,4728359,2.161,3606.78,3414.67
7/11/2023,HDFCBANK,2711.27,2808.94,2694.93,2806.2,2798.68,1952044,3.501,2741.24,2825.51
7/11/2023,ICICIBANK,2761.04,2769.85,2674.2,2674.68,2663.73,1725282,-3.128,2776.68,3048.18
7/11/2023,INFY,2681.9,2757.82,2672.38,2754.09,2747.97,3495104,2.692,2678.1,2722.62
7/11/2023,ITC,3359.04,3365.26,3315.32,3333.12,3332.16,1763578,-0.772,3316.13,3318.41
7/11/2023,LT,1930.98,1941.32,1927.01,1934.37,1926.77,1713753,0.175,1934.79,1983.33
7/11/2023,RELIANCE,2302.98,2431.21,2292.15,2421.06,2418.68,1742466,5.127,2248.5,2079.47
7/11/2023,SBIN,2247.23,2319.93,2234.48,2308.81,2300.95,2052050,2.74,2293.75,2217.28
7/11/2023,TATAMOTORS,3584.88,3593.81,3510,3537.89,3522.82,915177,-1.311,3575.55,3343.54
7/11/2023,TCS,2318.25,2352.69,2312.24,2349.11,2348.73,837314,1.331,2317.63,2251.42
7/11/2023,WIPRO,3683.6,3684.55,3680.85,3683.37,3670.61,2119647,-0.006,3636.94,3451.65
7/12/2023,HDFCBANK,2806.2,2817.83,2788.79,2813.21,2801.4,1512238,0.25,2752.67,2819.57
7/12/2023,ICICIBANK,2674.68,2723.16,2663.77,2708.77,2707.6,3110609,1.275,2753.87,3017.14
7/12/2023,INFY,2754.09,2770.28,2693,2729.4,2724.84,778148,-0.897,2699.76,2719.41
7/12/2023,ITC,3333.12,3376.53,3333.03,3362.56,3353.78,535720,0.883,3335.18,3319.59
7/12/2023,LT,1934.37,1943,1878.98,1896.2,1888.7,3835345,-1.973,1924.79,1976.84
7/12/2023,RELIANCE,2421.06,2437.57,2370.96,2415.82,2407.92,4607292,-0.217,2312.81,2105.09
7/12/2023,SBIN,2308.81,2320.24,2288.27,2317.46,2310.52,119723,0.374,2303.44,2223.48
7/12/2023,TATAMOTORS,3537.89,3639.45,3490.36,3615.13,3597.42,1856170,2.183,3587.2,3375.6
7/12/2023,TCS,2349.11,2350.71,2241.41,2296.36,2290.29,1308627,-2.245,2315.61,2244.55
7/12/2023,WIPRO,3683.37,3690.58,3663.96,3671.28,3658.24,412822,-0.328,3658.44,3486.33
7/13/2023,HDFCBANK,2813.21,2968.83,2808.32,2912.79,2900.98,3156483,3.54,2790.66,2816.24
7/13/2023,ICICIBANK,2708.77,2715.61,2685.9,2685.98,2681.88,4991703,-0.842,2722.2,2989.27
7/13/2023,INFY,2729.4,2860.47,2714.63,2851.53,2838.49,2978112,4.475,2732.7,2723.18
7/13/2023,ITC,3362.56,3391.42,3339.17,3375.81,3373.22,903414,0.394,3348.99,3322.64
7/13/2023,LT,1896.2,1971.51,1876.39,1959.66,1959.32,3562827,3.347,1927.92,1972.23
7/13/2023,RELIANCE,2415.82,2494.62,2386.77,2478.39,2467.75,2316953,2.59,2367.28,2134.07
7/13/2023,SBIN,2317.46,2361.97,2314.86,2340.11,2336.09,298545,0.977,2310.85,2232.17
7/13/2023,TATAMOTORS,3615.13,3631.02,3575.85,3596.28,3580.46,2847218,-0.521,3584.92,3406.68
7/13/2023,TCS,2296.36,2367.53,2287.79,2352.9,2350.75,4531362,2.462,2328.88,2243.12
7/13/2023,WIPRO,3671.28,3685.76,3600.85,3609.71,3608.51,1574780,-1.677,3650.73,3513.46
7/14/2023,HDFCBANK,2912.79,2954.33,2881.46,2887.17,2878.44,2694235,-0.88,2826.13,2812.29
7/14/2023,ICICIBANK,2685.98,2701.67,2667.55,2675.49,2662.32,3930439,-0.39,2701.19,2958.67
7/14/2023,INFY,2851.53,2887.61,2830.57,2837.6,2830.42,3991259,-0.489,2770.9,2725
7/14/2023,ITC,3375.81,3383,3319.02,3320.57,3305.65,640676,-1.636,3350.22,3323.78
7/14/2023,LT,1959.66,2012.14,1954.37,1998.82,1991.71,206854,1.998,1944.01,1972.09
7/14/2023,RELIANCE,2478.39,2478.52,2440.68,2466.71,2465.66,2152734,-0.471,2416.99,2160.97
7/14/2023,SBIN,2340.11,2445.3,2325.82,2435.72,2425.98,4166793,4.086,2329.87,2246.72
7/14/2023,TATAMOTORS,3596.28,3634.4,3582.29,3618.4,3612.45,429420,0.615,3590.52,3433.46
7/14/2023,TCS,2352.9,2444.07,2320.01,2425.65,2424.25,2071790,3.092,2348.45,2246.01
7/14/2023,WIPRO,3609.71,3641.63,3569.33,3611.88,3603.97,2418508,0.06,3651.97,3536.66
7/17/2023,HDFCBANK,2887.17,2982.88,2883.09,2945.51,2937.57,466254,2.021,2872.98,2812.16
7/17/2023,ICICIBANK,2675.49,2694.98,2637.23,2646.17,2638.56,2396041,-1.096,2678.22,2926.92
7/17/2023,INFY,2837.6,2849.18,2802.16,2821.97,2817.54,4491657,-0.551,2798.92,2727.22
7/17/2023,ITC,3320.57,3349.62,3244.71,3267.9,3255.9,2354352,-1.586,3331.99,3328.2
7/17/2023,LT,1998.82,2012.2,1995.32,2005.45,2004.07,3602409,0.332,1958.9,1969.76
7/17/2023,RELIANCE,2466.71,2558.46,2446.63,2521.24,2510.51,4809244,2.211,2460.64,2190.22
7/17/2023,SBIN,2435.72,2449.73,2417.63,2420.91,2411.86,1234039,-0.608,2364.6,2259.31
7/17/2023,TATAMOTORS,3618.4,3716.06,3588.1,3711.9,3700.92,1598218,2.584,3615.92,3465.73
7/17/2023,TCS,2425.65,2503.92,2409.65,2481.96,2473.79,1004699,2.321,2381.2,2256.6
7/17/2023,WIPRO,3611.88,3626.82,3565.9,3576.22,3559.9,3640986,-0.987,3630.49,3555.64
7/18/2023,HDFCBANK,2945.51,2997.74,2936.01,2973.57,2965.25,2150078,0.952,2906.45,2817.94
7/18/2023,ICICIBANK,2646.17,2663.92,2607.58,2618.89,2618.76,3834930,-1.031,2667.06,2893.73
7/18/2023,INFY,2821.97,2831.02,2793.92,2812.28,2801.58,973824,-0.344,2810.56,2730.62
7/18/2023,ITC,3267.9,3352.05,3260.7,3311.53,3303.52,3833848,1.335,3327.67,3331.9
7/18/2023,LT,2005.45,2011.79,2004.56,2009.19,2006.5,4303805,0.186,1973.86,1968.5
7/18/2023,RELIANCE,2521.24,2564.85,2517.92,2548.56,2542.21,4984683,1.083,2486.14,2217.74
7/18/2023,SBIN,2420.91,2463.96,2419.38,2445.46,2443.33,833028,1.014,2391.93,2272
7/18/2023,TATAMOTORS,3711.9,3726.51,3650.39,3657.19,3648.94,4703224,-1.474,3639.78,3492.92
7/18/2023,TCS,2481.96,2506.24,2447.91,2452.99,2449.74,687466,-1.167,2401.97,2267.75
7/18/2023,WIPRO,3576.22,3617.04,3567.29,3615.27,3607.76,4329356,1.092,3616.87,3578.68
7/19/2023,HDFCBANK,2973.57,3065.09,2971.48,3050.04,3040.06,1014991,2.572,2953.82,2829.68
7/19/2023,ICICIBANK,2618.89,2639.49,2566.37,2582.38,2576.59,769805,-1.394,2641.78,2859.94
7/19/2023,INFY,2812.28,2823.6,2710,2727.79,2721.96,1551266,-3.004,2810.23,2727.53
7/19/2023,ITC,3311.53,3318.4,3287.75,3303.73,3287.98,3144355,-0.236,3315.91,3331
7/19/2023,LT,2009.19,2026.51,1931.89,1949.16,1940.4,1335090,-2.988,1984.46,1961.62
7/19/2023,RELIANCE,2548.56,2551.6,2499.55,2515.3,2505.3,4500466,-1.305,2506.04,2242.45
7/19/2023,SBIN,2445.46,2502.75,2442.81,2490.64,2488.18,1888748,1.847,2426.57,2287.16
7/19/2023,TATAMOTORS,3657.19,3738.38,3631.23,3704.72,3689.07,3249394,1.3,3657.7,3518.98
7/19/2023,TCS,2452.99,2458.29,2328.72,2364.9,2358.2,3020801,-3.591,2415.68,2279.43
7/19/2023,WIPRO,3615.27,3615.92,3584.37,3615.47,3597.9,945405,0.006,3605.71,3595.24
7/20/2023,HDFCBANK,3050.04,3060.57,2973.41,3024.71,3011.21,1737268,-0.831,2976.2,2838.32
7/20/2023,ICICIBANK,2582.38,2614.69,2531.14,2547.48,2538.47,3433045,-1.351,2614.08,2827.88
7/20/2023,INFY,2727.79,2770.88,2691.06,2707.29,2705.84,3757615,-0.752,2781.39,2720.58
7/20/2023,ITC,3303.73,3345.91,3179,3214.22,3211.14,3762468,-2.709,3283.59,3323.7
7/20/2023,LT,1949.16,1953.27,1939.06,1947.76,1939.31,2590291,-0.072,1982.08,1955.66
7/20/2023,RELIANCE,2515.3,2602.91,2493.02,2550.47,2547.61,421972,1.399,2520.46,2268.14
7/20/2023,SBIN,2490.64,2570.72,2484.4,2531.04,2520.32,3151863,1.622,2464.75,2305.85
7/20/2023,TATAMOTORS,3704.72,3762.39,3669.26,3708.86,3703.01,3932922,0.112,3680.21,3542.47
7/20/2023,TCS,2364.9,2382.14,2360.83,2362.83,2359.68,1785392,-0.087,2417.67,2289.97
7/20/2023,WIPRO,3615.47,3733.51,3564.67,3686.79,3683.29,3559411,1.973,3621.13,3613.36
7/21/2023,HDFCBANK,3024.71,3064.09,3005.47,3063.11,3060.46,3261861,1.27,3011.39,2846.58
7/21/2023,ICICIBANK,2547.48,2634.86,2523.74,2611,2601.5,1934247,2.493,2601.18,2800.6
7/21/2023,INFY,2707.29,2732.61,2653.17,2667.21,2658.49,738558,-1.48,2747.31,2714.88
7/21/2023,ITC,3214.22,3319.78,3208.31,3300.68,3289.1,4832060,2.69,3279.61,3324.96
7/21/2023,LT,1947.76,1964.53,1944.29,1958.32,1951.55,1004999,0.542,1973.98,1953.66
7/21/2023,RELIANCE,2550.47,2678.37,2508.07,2622.58,2611.5,2842237,2.827,2551.63,2295.25
7/21/2023,SBIN,2531.04,2539.83,2512.05,2512.91,2503.93,3696016,-0.716,2480.19,2323.8
7/21/2023,TATAMOTORS,3708.86,3721.8,3634,3644.49,3643.63,3625436,-1.735,3685.43,3560.45
7/21/2023,TCS,2362.83,2393.52,2357.84,2389.7,2388.48,3319449,1.137,2410.48,2301.51
7/21/2023,WIPRO,3686.79,3694.21,3592.86,3623.33,3617.5,4270406,-1.721,3623.42,3622.47
7/24/2023,HDFCBANK,3063.11,3147.6,3039.08,3147.3,3140.79,3515746,2.748,3051.75,2859.72
7/24/2023,ICICIBANK,2611,2619.36,2570.03,2580.43,2577.06,417383,-1.171,2588.04,2772.34
7/24/2023,INFY,2667.21,2706.25,2651.55,2693.22,2681.53,409941,0.975,2721.56,2712.29
7/24/2023,ITC,3300.68,3318.67,3177.91,3194.58,3193.78,2838124,-3.214,3264.95,3318.14
7/24/2023,LT,1958.32,2018.41,1953.6,1979.51,1973.41,4639651,1.082,1968.79,1952.83
7/24/2023,RELIANCE,2622.58,2628.66,2553.6,2558.82,2550.8,4735965,-2.431,2559.15,2319.08
7/24/2023,SBIN,2512.91,2541.19,2490.62,2517.9,2512.32,3764672,0.199,2499.59,2341.39
7/24/2023,TATAMOTORS,3644.49,3655.95,3630.94,3637.48,3634.87,2430293,-0.192,3670.55,3576.04
7/24/2023,TCS,2389.7,2484.16,2371.34,2451.7,2449.58,152974,2.595,2404.42,2315.62
7/24/2023,WIPRO,3623.33,3654.38,3561,3565.06,3558.77,637911,-1.608,3621.18,3621.41
7/25/2023,HDFCBANK,3147.3,3219.03,3108.89,3170.4,3168.68,3142079,0.734,3091.11,2876.57
7/25/2023,ICICIBANK,2580.43,2607.43,2544.68,2556.79,2548.3,1114715,-0.916,2575.62,2747.03
7/25/2023,INFY,2693.22,2735.03,2685.44,2714.01,2709.33,2685140,0.772,2701.9,2713.39
7/25/2023,ITC,3194.58,3216.69,3063.23,3096.16,3083.15,3024933,-3.081,3221.87,3299.75
7/25/2023,LT,1979.51,2052.59,1963.69,2043.68,2043.39,232952,3.242,1975.69,1956
7/25/2023,RELIANCE,2558.82,2630.36,2551.41,2602.74,2599.04,865147,1.716,2569.98,2344.72
7/25/2023,SBIN,2517.9,2532.02,2479.93,2501.41,2493.91,842262,-0.655,2510.78,2355.77
7/25/2023,TATAMOTORS,3637.48,3639.49,3534.49,3595.53,3592.55,2359161,-1.153,3658.22,3586.03
7/25/2023,TCS,2451.7,2453.53,2424.79,2446.91,2446.67,681674,-0.195,2403.21,2329.54
7/25/2023,WIPRO,3565.06,3568.91,3481.68,3504.15,3490.18,3654536,-1.708,3598.96,3612.43
7/26/2023,HDFCBANK,3170.4,3203.73,3098.42,3098.81,3084.9,2070566,-2.258,3100.87,2893.59
7/26/2023,ICICIBANK,2556.79,2619.39,2551.74,2587.18,2584.68,4216378,1.189,2576.58,2727.17
7/26/2023,INFY,2714.01,2725.19,2619.99,2627.91,2623.89,1615905,-3.172,2681.93,2709.43
7/26/2023,ITC,3096.16,3214.75,3048.13,3189.08,3181.74,191101,3.001,3198.94,3287.78
7/26/2023,LT,2043.68,2069.73,1977.38,1993.94,1988.84,621525,-2.434,1984.64,1960.13
7/26/2023,RELIANCE,2602.74,2604.6,2599.79,2600.42,2590.42,1187663,-0.089,2587.01,2371.02
7/26/2023,SBIN,2501.41,2588.33,2496.15,2543.41,2539.43,1678351,1.679,2521.33,2371.66
7/26/2023,TATAMOTORS,3595.53,3609.28,3533.69,3538.58,3523.5,4792261,-1.584,3624.99,3591.64
7/26/2023,TCS,2446.91,2597.29,2435.12,2566.16,2561.78,258972,4.873,2443.46,2348.65
7/26/2023,WIPRO,3504.15,3574.77,3459.02,3551.02,3540.2,4192710,1.337,3586.07,3610.99
7/27/2023,HDFCBANK,3098.81,3126.78,2981.99,3005.37,2993.66,349184,-3.015,3097,2906.75
7/27/2023,ICICIBANK,2587.18,2618.21,2518.1,2526.25,2515.61,4948867,-2.355,2572.33,2704.11
7/27/2023,INFY,2627.91,2705.55,2613.68,2661.28,2655.45,4035739,1.27,2672.73,2705.83
7/27/2023,ITC,3189.08,3197.6,3142.31,3155.32,3151.78,3004620,-1.058,3187.16,3276.6
7/27/2023,LT,1993.94,1998.6,1922.64,1937.17,1933.99,2727424,-2.847,1982.52,1958.61
7/27/2023,RELIANCE,2600.42,2609.57,2590,2606.85,2595.11,1267095,0.247,2598.28,2399.85
7/27/2023,SBIN,2543.41,2599.92,2541.26,2580.3,2568.29,3096027,1.45,2531.19,2390.68
7/27/2023,TATAMOTORS,3538.58,3630.67,3525.81,3592.48,3582.06,4364605,1.523,3601.71,3602.17
7/27/2023,TCS,2566.16,2567.75,2513.39,2518.59,2517.81,1552152,-1.854,2474.61,2366.5
7/27/2023,WIPRO,3551.02,3599.43,3539.18,3599.38,3581.5,3965717,1.362,3568.59,3607.92
7/28/2023,HDFCBANK,3005.37,3068.21,2963.99,3059.33,3046.08,808124,1.796,3096.24,2920.84
7/28/2023,ICICIBANK,2526.25,2599.03,2524.61,2569.05,2562.22,2219948,1.694,2563.94,2685.26
7/28/2023,INFY,2661.28,2678.79,2579.63,2605.15,2602.66,1842096,-2.109,2660.31,2703.16
7/28/2023,ITC,3155.32,3190.38,3011.12,3052.9,3044.54,4570530,-3.246,3137.61,3264.24
7/28/2023,LT,1937.17,1951.61,1898.74,1911.35,1905.55,280479,-1.333,1973.13,1955.49
7/28/2023,RELIANCE,2606.85,2623.83,2534.03,2553.24,2551.07,4292912,-2.057,2584.41,2425.14
7/28/2023,SBIN,2580.3,2626.82,2565.75,2618.12,2617.85,3113750,1.466,2552.23,2411.18
7/28/2023,TATAMOTORS,3592.48,3594.12,3501.78,3563.53,3554.25,3664032,-0.806,3585.52,3609.48
7/28/2023,TCS,2518.59,2557.02,2440.38,2457.29,2445.66,346712,-2.434,2488.13,2379.59
7/28/2023,WIPRO,3599.38,3602.52,3542.58,3573.13,3556.91,1313054,-0.73,3558.55,3606.47
7/31/2023,HDFCBANK,3059.33,3089.31,3010.33,3038.93,3025.68,2600043,-0.667,3074.57,2934.11
7/31/2023,ICICIBANK,2569.05,2574.19,2556.43,2568.36,2563.84,4226829,-0.027,2561.53,2665.79
7/31/2023,INFY,2605.15,2674.02,2590.83,2637.63,2630.5,1583561,1.247,2649.2,2702.66
7/31/2023,ITC,3052.9,3064.32,2981.29,3019.27,3006.12,308463,-1.102,3102.55,3250.82
7/31/2023,LT,1911.35,1924.41,1902.65,1921.82,1912.92,2043564,0.548,1961.59,1955.06
7/31/2023,RELIANCE,2553.24,2659.85,2539.82,2638.59,2625.57,4492045,3.343,2600.37,2452.67
7/31/2023,SBIN,2618.12,2715.34,2603.66,2701.03,2688,4008236,3.167,2588.85,2434.68
7/31/2023,TATAMOTORS,3563.53,3603.15,3498.82,3501.66,3500.52,1145901,-1.736,3558.36,3608.46
7/31/2023,TCS,2457.29,2494.4,2427.34,2438.2,2433.05,1339004,-0.777,2485.43,2391.45
7/31/2023,WIPRO,3573.13,3597.09,3466.94,3478.36,3467.45,709092,-2.652,3541.21,3599.92
8/1/2023,HDFCBANK,3038.93,3054.49,2969.3,3004.97,2995.59,1388328,-1.117,3041.48,2945.07
8/1/2023,ICICIBANK,2568.36,2581.33,2567.43,2576.62,2563.9,2999177,0.321,2565.49,2646.21
8/1/2023,INFY,2637.63,2756.11,2625.76,2712.41,2700.19,4526040,2.835,2648.88,2709.86
8/1/2023,ITC,3019.27,3024.01,2954.53,2976.15,2963.74,1290036,-1.428,3078.54,3236.06
8/1/2023,LT,1921.82,1932.94,1902.31,1927.77,1922.05,2366976,0.31,1938.41,1955.69
8/1/2023,RELIANCE,2638.59,2673.84,2553.87,2590.44,2588.08,4474091,-1.825,2597.91,2475.63
8/1/2023,SBIN,2701.03,2702.67,2696.01,2697.74,2692.31,2619930,-0.122,2628.12,2456.14
8/1/2023,TATAMOTORS,3501.66,3596.88,3484.39,3583.21,3579.26,3492982,2.329,3555.89,3607.36
8/1/2023,TCS,2438.2,2459.32,2365.34,2374.29,2368.09,4121411,-2.621,2470.91,2398.43
8/1/2023,WIPRO,3478.36,3524.67,3455.04,3480.76,3475.76,530499,0.069,3536.53,3597.33
8/2/2023,HDFCBANK,3004.97,3005.71,2864.15,2877.08,2873.81,193947,-4.256,2997.14,2951.12
8/2/2023,ICICIBANK,2576.62,2587.29,2542.17,2551.46,2540.61,1635687,-0.976,2558.35,2632.64
8/2/2023,INFY,2712.41,2776.85,2706.25,2755.24,2742.69,2134025,1.579,2674.34,2716.57
8/2/2023,ITC,2976.15,3076.37,2956.1,3063.77,3062.78,580809,2.944,3053.48,3225.88
8/2/2023,LT,1927.77,2003.24,1915.8,1998.29,1991.83,1586509,3.658,1939.28,1958.29
8/2/2023,RELIANCE,2590.44,2607.36,2500.82,2527.42,2522.67,1413511,-2.433,2583.31,2497.29
8/2/2023,SBIN,2697.74,2709.46,2549.22,2589.24,2580.94,2246799,-4.022,2637.29,2472.16
8/2/2023,TATAMOTORS,3583.21,3607.6,3504.8,3528.21,3512.41,941899,-1.535,3553.82,3605.93
8/2/2023,TCS,2374.29,2400.83,2303.55,2314.36,2303.77,1124390,-2.524,2420.55,2398.82
8/2/2023,WIPRO,3480.76,3497.79,3442.61,3485.03,3477.89,3205562,0.123,3523.33,3593.39
8/3/2023,HDFCBANK,2877.08,2904.46,2781.38,2796.3,2789.22,4087762,-2.808,2955.32,2954.79
8/3/2023,ICICIBANK,2551.46,2597.76,2533.16,2560.71,2551.17,3633565,0.363,2565.24,2618.46
8/3/2023,INFY,2755.24,2804.07,2747.6,2770.81,2767.66,1526862,0.565,2696.25,2720.77
8/3/2023,ITC,3063.77,3064.62,2945.55,2954.59,2953.04,525498,-3.564,3013.34,3208.27
8/3/2023,LT,1998.29,2001.53,1877.29,1914.39,1910.18,3642877,-4.199,1934.72,1956.81
8/3/2023,RELIANCE,2527.42,2552.63,2397.71,2440.07,2431.46,2237019,-3.456,2549.95,2508.99
8/3/2023,SBIN,2589.24,2620.74,2565.55,2573.46,2567.04,4944417,-0.61,2635.92,2485.68
8/3/2023,TATAMOTORS,3528.21,3558.68,3395.92,3414.82,3403.96,2554554,-3.214,3518.29,3596.28
8/3/2023,TCS,2314.36,2392.31,2261.92,2363.58,2354.37,4220452,2.127,2389.54,2402.68
8/3/2023,WIPRO,3485.03,3489.94,3483.87,3486.31,3479.25,2788745,0.037,3500.72,3585.29
8/4/2023,HDFCBANK,2796.3,2853.41,2773.05,2834.75,2822.06,4526698,1.375,2910.41,2961.04
8/4/2023,ICICIBANK,2560.71,2596.28,2546.21,2594.12,2589,594355,1.305,2570.25,2609.14
8/4/2023,INFY,2770.81,2910.95,2765.04,2877.89,2877.34,539534,3.865,2750.8,2732.33
8/4/2023,ITC,2954.59,3042.63,2898.09,2985.16,2979.72,2396581,1.035,2999.79,3191.81
8/4/2023,LT,1914.39,1935.29,1873.99,1905.6,1899.75,1184095,-0.459,1933.57,1956.17
8/4/2023,RELIANCE,2440.07,2489.33,2433.51,2488.71,2479.61,210099,1.994,2537.05,2522.52
8/4/2023,SBIN,2573.46,2602.17,2558.81,2569.37,2567.02,930834,-0.159,2626.17,2497.11
8/4/2023,TATAMOTORS,3414.82,3447.74,3268.18,3281.38,3275.03,2765660,-3.908,3461.86,3580.83
8/4/2023,TCS,2363.58,2430.47,2355.8,2421.5,2413.06,2349707,2.451,2382.39,2407.36
8/4/2023,WIPRO,3486.31,3503.57,3418.65,3445.01,3442.35,3070703,-1.185,3475.09,3577.26
8/7/2023,HDFCBANK,2834.75,2891.69,2830.9,2882.55,2870.88,3639324,1.686,2879.13,2969.6
8/7/2023,ICICIBANK,2594.12,2616.89,2524.6,2552.8,2546.24,4319538,-1.593,2567.14,2598.73
8/7/2023,INFY,2877.89,2882.04,2810.37,2841.55,2840.6,1195652,-1.263,2791.58,2740.31
8/7/2023,ITC,2985.16,3014.11,2969,3010.5,3008.44,4299868,0.849,2998.03,3174.38
8/7/2023,LT,1905.6,1910.31,1901.14,1902.39,1898.57,2241160,-0.169,1929.69,1954.74
8/7/2023,RELIANCE,2488.71,2601.04,2475.33,2556.96,2545.95,1363649,2.742,2520.72,2535.22
8/7/2023,SBIN,2569.37,2699.92,2550.7,2669.43,2664.6,4157813,3.894,2619.85,2518.22
8/7/2023,TATAMOTORS,3281.38,3317.28,3196.23,3199.82,3191.9,3861269,-2.486,3401.49,3561.58
8/7/2023,TCS,2421.5,2482.37,2412.8,2478.59,2466.6,2704703,2.358,2390.46,2415.38
8/7/2023,WIPRO,3445.01,3459.28,3370.14,3377.07,3366.86,3744160,-1.972,3454.84,3561.93
8/8/2023,HDFCBANK,2882.55,2884.9,2807.55,2840.43,2830.92,1993572,-1.461,2846.22,2971.32
8/8/2023,ICICIBANK,2552.8,2567.38,2510.76,2533.06,2529.04,2701915,-0.773,2558.43,2591.65
8/8/2023,INFY,2841.55,2851.81,2772.43,2787.02,2776.4,118768,-1.919,2806.5,2741.96
8/8/2023,ITC,3010.5,3016.91,2863.89,2882.2,2873.23,499060,-4.262,2979.24,3151.83
8/8/2023,LT,1902.39,1933.27,1895.89,1905.61,1905.07,1362683,0.169,1925.26,1953.3
8/8/2023,RELIANCE,2556.96,2559.02,2459.85,2492.34,2488,2815472,-2.527,2501.1,2538.78
8/8/2023,SBIN,2669.43,2701.87,2654.32,2684.69,2681.68,368224,0.572,2617.24,2537.02
8/8/2023,TATAMOTORS,3199.82,3244.99,3176.5,3229.18,3225.5,4455866,0.917,3330.68,3546.14
8/8/2023,TCS,2478.59,2491.64,2347.93,2356.48,2351.32,4858639,-4.927,2386.9,2415.75
8/8/2023,WIPRO,3377.07,3388.18,3359.94,3362.1,3348.47,1716514,-0.443,3431.1,3545.87
8/9/2023,HDFCBANK,2840.43,2863.03,2798.6,2804.31,2795.69,333157,-1.272,2831.67,2970.87
8/9/2023,ICICIBANK,2533.06,2632.39,2526.76,2614.36,2611.47,2971480,3.21,2571.01,2586.93
